Time,Bytes Sent,Bytes Received,ID,Type
1533816027,0.09,67.04,0e3785f910624d1485af96722cb4a893-client-test,client
1533816028,0.07,50.86,0e3785f910624d1485af96722cb4a893-client-test,client
1533816029,0.09,61.95,0e3785f910624d1485af96722cb4a893-client-test,client
1533816030,0.1,72.12,0e3785f910624d1485af96722cb4a893-client-test,client
1533816031,0.06,46.72,0e3785f910624d1485af96722cb4a893-client-test,client
1533816032,0.11,79.16,0e3785f910624d1485af96722cb4a893-client-test,client
1533816033,0.07,50.03,0e3785f910624d1485af96722cb4a893-client-test,client
1533816034,0.08,59.67,0e3785f910624d1485af96722cb4a893-client-test,client
1533816035,0.05,34.39,0e3785f910624d1485af96722cb4a893-client-test,client
1533816036,0.06,47.57,0e3785f910624d1485af96722cb4a893-client-test,client
1533816037,0.04,29.24,0e3785f910624d1485af96722cb4a893-client-test,client
1533816038,0.03,20.31,0e3785f910624d1485af96722cb4a893-client-test,client
1533816039,0.03,25.19,0e3785f910624d1485af96722cb4a893-client-test,client
1533816040,0.02,13.46,0e3785f910624d1485af96722cb4a893-client-test,client
1533816041,0.03,24.09,0e3785f910624d1485af96722cb4a893-client-test,client
1533816042,0.03,23.85,0e3785f910624d1485af96722cb4a893-client-test,client
1533816043,0.03,26.66,0e3785f910624d1485af96722cb4a893-client-test,client
1533816044,0.03,22.15,0e3785f910624d1485af96722cb4a893-client-test,client
1533816045,0.04,26.46,0e3785f910624d1485af96722cb4a893-client-test,client
1533816046,0.04,32.11,0e3785f910624d1485af96722cb4a893-client-test,client
1533816047,0.04,28.7,0e3785f910624d1485af96722cb4a893-client-test,client
1533816048,0.04,28.73,0e3785f910624d1485af96722cb4a893-client-test,client
1533816049,0.05,32.54,0e3785f910624d1485af96722cb4a893-client-test,client
1533816050,0.03,22.27,0e3785f910624d1485af96722cb4a893-client-test,client
1533816051,0.05,31.59,0e3785f910624d1485af96722cb4a893-client-test,client
1533816052,0.05,36.73,0e3785f910624d1485af96722cb4a893-client-test,client
1533816053,0.05,40.12,0e3785f910624d1485af96722cb4a893-client-test,client
1533816054,0.04,30.95,0e3785f910624d1485af96722cb4a893-client-test,client
1533816055,0.03,23.85,0e3785f910624d1485af96722cb4a893-client-test,client
1533816056,0.03,23.98,0e3785f910624d1485af96722cb4a893-client-test,client
1533816057,0.03,23.36,0e3785f910624d1485af96722cb4a893-client-test,client
1533816058,0.04,28.64,0e3785f910624d1485af96722cb4a893-client-test,client
1533816059,0.03,24.47,0e3785f910624d1485af96722cb4a893-client-test,client
1533816060,0.03,23.29,0e3785f910624d1485af96722cb4a893-client-test,client
1533816061,0.03,23.41,0e3785f910624d1485af96722cb4a893-client-test,client
1533816062,0.03,21.12,0e3785f910624d1485af96722cb4a893-client-test,client
1533816063,0.02,14.99,0e3785f910624d1485af96722cb4a893-client-test,client
1533816064,0.03,24.02,0e3785f910624d1485af96722cb4a893-client-test,client
1533816065,0.03,25.46,0e3785f910624d1485af96722cb4a893-client-test,client
1533816066,0.03,24.99,0e3785f910624d1485af96722cb4a893-client-test,client
1533816067,0.04,28.58,0e3785f910624d1485af96722cb4a893-client-test,client
1533816068,0.04,28.57,0e3785f910624d1485af96722cb4a893-client-test,client
1533816069,0.04,27.44,0e3785f910624d1485af96722cb4a893-client-test,client
1533816070,0.04,30.22,0e3785f910624d1485af96722cb4a893-client-test,client
1533816071,0.04,29.39,0e3785f910624d1485af96722cb4a893-client-test,client
1533816072,0.04,26.61,0e3785f910624d1485af96722cb4a893-client-test,client
1533816073,0.08,53.2,0e3785f910624d1485af96722cb4a893-client-test,client
1533816074,0.12,82.81,0e3785f910624d1485af96722cb4a893-client-test,client
1533816075,0.11,79.52,0e3785f910624d1485af96722cb4a893-client-test,client
1533816076,0.11,76.65,0e3785f910624d1485af96722cb4a893-client-test,client
1533816077,0.08,60.07,0e3785f910624d1485af96722cb4a893-client-test,client
1533816078,0.11,76.74,0e3785f910624d1485af96722cb4a893-client-test,client
1533816079,0.1,72.54,0e3785f910624d1485af96722cb4a893-client-test,client
1533816080,0.07,51.32,0e3785f910624d1485af96722cb4a893-client-test,client
1533816081,0.12,84.45,0e3785f910624d1485af96722cb4a893-client-test,client
1533816082,0.03,20.59,0e3785f910624d1485af96722cb4a893-client-test,client
1533816083,0.03,19.57,0e3785f910624d1485af96722cb4a893-client-test,client
1533816084,0.04,25.56,0e3785f910624d1485af96722cb4a893-client-test,client
1533816085,0.03,25.09,0e3785f910624d1485af96722cb4a893-client-test,client
1533816086,0.03,24.23,0e3785f910624d1485af96722cb4a893-client-test,client
1533816087,0.02,12.37,0e3785f910624d1485af96722cb4a893-client-test,client
1533816088,0.03,22.25,0e3785f910624d1485af96722cb4a893-client-test,client
1533816089,0.04,25.66,0e3785f910624d1485af96722cb4a893-client-test,client
1533816090,0.04,27.65,0e3785f910624d1485af96722cb4a893-client-test,client
1533816091,0.04,27.17,0e3785f910624d1485af96722cb4a893-client-test,client
1533816092,0.04,29.47,0e3785f910624d1485af96722cb4a893-client-test,client
1533816093,0.03,26.06,0e3785f910624d1485af96722cb4a893-client-test,client
1533816094,0.04,28.26,0e3785f910624d1485af96722cb4a893-client-test,client
1533816095,0.04,29.24,0e3785f910624d1485af96722cb4a893-client-test,client
1533816096,0.04,30.33,0e3785f910624d1485af96722cb4a893-client-test,client
1533816097,0.04,27.53,0e3785f910624d1485af96722cb4a893-client-test,client
1533816098,0.07,51.04,0e3785f910624d1485af96722cb4a893-client-test,client
1533816099,0.04,31.56,0e3785f910624d1485af96722cb4a893-client-test,client
1533816100,0.03,24.69,0e3785f910624d1485af96722cb4a893-client-test,client
1533816101,0.04,28.5,0e3785f910624d1485af96722cb4a893-client-test,client
1533816102,0.04,27.4,0e3785f910624d1485af96722cb4a893-client-test,client
1533816103,0.02,23.37,0e3785f910624d1485af96722cb4a893-client-test,client
1533816104,0.03,24.34,0e3785f910624d1485af96722cb4a893-client-test,client
1533816105,0.03,25.99,0e3785f910624d1485af96722cb4a893-client-test,client
1533816106,0.03,24.5,0e3785f910624d1485af96722cb4a893-client-test,client
1533816107,0.03,23.83,0e3785f910624d1485af96722cb4a893-client-test,client
1533816108,0.03,20.89,0e3785f910624d1485af96722cb4a893-client-test,client
1533816109,0.03,23.24,0e3785f910624d1485af96722cb4a893-client-test,client
1533816110,0.02,15.18,0e3785f910624d1485af96722cb4a893-client-test,client
1533816111,0.03,23.71,0e3785f910624d1485af96722cb4a893-client-test,client
1533816112,0.03,24.71,0e3785f910624d1485af96722cb4a893-client-test,client
1533816113,0.04,28.16,0e3785f910624d1485af96722cb4a893-client-test,client
1533816114,0.03,22.19,0e3785f910624d1485af96722cb4a893-client-test,client
1533816115,0.05,34.47,0e3785f910624d1485af96722cb4a893-client-test,client
1533816116,0.04,26.98,0e3785f910624d1485af96722cb4a893-client-test,client
1533816117,0.04,29.25,0e3785f910624d1485af96722cb4a893-client-test,client
1533816118,0.03,26.13,0e3785f910624d1485af96722cb4a893-client-test,client
1533816119,0.04,28.78,0e3785f910624d1485af96722cb4a893-client-test,client
1533816120,0.05,38.4,0e3785f910624d1485af96722cb4a893-client-test,client
1533816121,0.08,56.06,0e3785f910624d1485af96722cb4a893-client-test,client
1533816122,0.1,75.07,0e3785f910624d1485af96722cb4a893-client-test,client
1533816123,0.07,54.6,0e3785f910624d1485af96722cb4a893-client-test,client
1533816124,0.1,70.93,0e3785f910624d1485af96722cb4a893-client-test,client
1533816125,0.12,85.55,0e3785f910624d1485af96722cb4a893-client-test,client
1533816126,0.08,58.3,0e3785f910624d1485af96722cb4a893-client-test,client
1533816127,0.12,86.92,0e3785f910624d1485af96722cb4a893-client-test,client
1533816128,0.09,62.32,0e3785f910624d1485af96722cb4a893-client-test,client
1533816129,0.09,59.9,0e3785f910624d1485af96722cb4a893-client-test,client
1533816130,0.07,47.6,0e3785f910624d1485af96722cb4a893-client-test,client
1533816131,0.03,24.46,0e3785f910624d1485af96722cb4a893-client-test,client
1533816132,0.03,24.57,0e3785f910624d1485af96722cb4a893-client-test,client
1533816133,0.03,25.83,0e3785f910624d1485af96722cb4a893-client-test,client
1533816134,0.02,16.76,0e3785f910624d1485af96722cb4a893-client-test,client
1533816135,0.04,25.08,0e3785f910624d1485af96722cb4a893-client-test,client
1533816136,0.04,32.13,0e3785f910624d1485af96722cb4a893-client-test,client
1533816137,0.04,26.43,0e3785f910624d1485af96722cb4a893-client-test,client
1533816138,0.03,22.87,0e3785f910624d1485af96722cb4a893-client-test,client
1533816139,0.03,25.98,0e3785f910624d1485af96722cb4a893-client-test,client
1533816140,0.03,23.34,0e3785f910624d1485af96722cb4a893-client-test,client
1533816141,0.04,26.73,0e3785f910624d1485af96722cb4a893-client-test,client
1533816142,0.03,21.88,0e3785f910624d1485af96722cb4a893-client-test,client
1533816143,0.03,24.95,0e3785f910624d1485af96722cb4a893-client-test,client
1533816144,0.02,17.16,0e3785f910624d1485af96722cb4a893-client-test,client
1533816145,0.03,24.39,0e3785f910624d1485af96722cb4a893-client-test,client
1533816146,0.04,28.16,0e3785f910624d1485af96722cb4a893-client-test,client
1533816147,0.03,22.16,0e3785f910624d1485af96722cb4a893-client-test,client
1533816148,0.04,27.12,0e3785f910624d1485af96722cb4a893-client-test,client
1533816149,0.04,29.61,0e3785f910624d1485af96722cb4a893-client-test,client
1533816150,0.04,29.25,0e3785f910624d1485af96722cb4a893-client-test,client
1533816151,0.02,18.05,0e3785f910624d1485af96722cb4a893-client-test,client
1533816152,0.02,14.57,0e3785f910624d1485af96722cb4a893-client-test,client
1533816153,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816154,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816155,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816156,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816157,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816158,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816159,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816160,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816161,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816162,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816163,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816164,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816165,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816166,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816167,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816168,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816169,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816170,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816171,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816172,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
1533816173,0.0,0.0,0e3785f910624d1485af96722cb4a893-client-test,client
